ticket_id,venue_name,venue_type,state,issue_category,priority,created_date,resolved_date,response_time_hrs,resolution_time_hrs,csat_score,assigned_agent
TICK1636,Smith-Matthews,Restaurant,SA,Payments,High,2024-03-12,2024-03-15,8.0,49.4,3.0,Sarah.L
TICK1637,"Green, Flores and Wise",Pub,TAS,Integrations,Medium,2024-05-28,2024-06-04,8.1,70.8,,John.S
TICK1638,Barajas PLC,Bar,VIC,POS Connection,Medium,2024-03-06,2024-03-11,7.0,15.3,1.0,Sarah.L
TICK1639,Espinoza LLC,Pub,NSW,Payments,,2024-04-25,2024-04-28,10.3,66.6,3.0,Sarah.L
TICK1640,Sanders Inc,Cafe,NT,POS Connection,,2024-11-16,2024-11-20,10.6,28.2,2.0,Emily.T
TICK1641,Kelley PLC,Cafe,WA,POS Connection,Medium,2025-02-04,2025-02-08,6.3,37.3,4.0,Mike.D
TICK1642,Mcconnell PLC,Bar,VIC,Integrations,Low,2024-10-25,2024-10-29,6.1,14.4,1.0,Mike.D
TICK1643,Barnes-Olson,Cafe,SA,Payments,Medium,2024-08-17,2024-08-24,11.6,63.8,5.0,Mike.D
TICK1644,Harris-Carey,Bar,TAS,Payments,Medium,2024-08-03,2024-08-05,10.8,24.7,2.0,Sarah.L
TICK1645,Munoz and Sons,Pub,NSW,Menu Upload,Low,2024-03-12,2024-03-13,9.0,56.0,5.0,Mike.D
TICK1646,Smith-Neal,Cafe,VIC,POS Connection,Medium,2024-05-06,2024-05-08,9.1,24.9,3.0,Emily.T
TICK1647,Smith PLC,Bar,WA,Payments,Low,2024-12-30,2025-01-03,1.8,24.7,4.0,Mike.D
tick1648,Matthews LLC,Restaurant,ACT,POS Connection,Medium,2025-01-01,2025-01-04,1.0,23.8,5.0,Emily.T
TICK1649,Cox Ltd,Restaurant,SA,Payments,Medium,2024-08-13,2024-08-14,11.8,45.0,3.0,Emily.T
TICK1650,Melendez Ltd,Pub,SA,POS Connection,Medium,2024-03-31,2024-04-07,7.8,46.5,1.0,Sarah.L
TICK1651,Harper-English,Cafe,VIC,Integrations,Medium,2024-03-31,2024-04-07,7.3,45.7,1.0,Tom.R
TICK1652,Garner LLC,Bar,VIC,Technical Issue,Low,2024-08-17,2024-08-21,1.7,68.5,1.0,Tom.R
TICK1653,Thompson-Simmons  ,Cafe,NT,Integrations,Medium,2024-03-31,2024-04-05,3.4,69.9,3.0,John.S
TICK1654,"Mosley, Santos and Rodriguez",Bar,NT,Integrations,Low,2024-10-06,2024-10-09,2.9,52.4,3.0,Emily.T
TICK1655,"Anderson, Jennings and Brown",Restaurant,ACT,Payments,Medium,2024-10-18,2024-10-24,9.2,31.5,4.0,Tom.R
tick1656,"Frye, Armstrong and Davis",Pub,NT,Technical Issue,Medium,2024-11-22,2024-11-26,1.6,18.0,4.0,John.S
TICK1657,Myers LLC,Restaurant,VIC,Integrations,Medium,2024-12-19,2024-12-24,7.0,33.7,2.0,Mike.D
TICK1658,Brooks-Cunningham,Restaurant,NSW,Menu Upload,Medium,2024-11-27,2024-11-30,1.9,49.2,2.0,John.S
TICK1659,"Mendez, Krause and Sanders",Bar,QLD,Technical Issue,Medium,2024-10-17,2024-10-21,5.0,55.4,4.0,Tom.R
TICK1660,"Burns, Arellano and Wood",Restaurant,NT,Technical Issue,Medium,2024-07-04,2024-07-08,9.8,55.7,5.0,Sarah.L
TICK1661,Cardenas-Warren,Bar,SA,Integrations,Medium,2024-08-16,2024-08-19,5.0,50.4,,John.S
TICK1662,"Price, Clark and Davis",Pub,SA,Integrations,High,2025-02-09,2025-02-10,4.0,52.1,3.0,Sarah.L
TICK1663,Young-Tran,Pub,WA,Integrations,Medium,2024-11-05,2024-11-11,7.2,44.0,2.0,Tom.R
TICK1664,Stark-Hart,Pub,WA,POS Connection,,2024-09-22,2024-09-24,2.3,40.4,,Sarah.L
tick1665,"Davis, Love and Smith",Bar,QLD,POS Connection,High,2024-11-19,2024-11-20,8.0,49.0,4.0,Sarah.L
TICK1666,"Nelson, Simmons and James",Pub,WA,Technical Issue,,2024-12-26,2024-12-27,2.1,60.5,,Tom.R
TICK1667,"Garcia, Avery and Wright",Restaurant,QLD,Menu Upload,Medium,2024-08-28,2024-08-29,9.5,64.1,4.0,Emily.T
TICK1668,"Sanders, Lawson and James",Pub,QLD,Menu Upload,Low,2024-07-05,2024-07-11,8.1,64.1,5.0,Tom.R
TICK1669,Booker-Ramos,Restaurant,QLD,Integrations,High,2024-05-06,2024-05-11,11.3,35.2,2.0,Tom.R
TICK1670,Perry Ltd,Bar,SA,Menu Upload,Medium,2025-01-20,2025-01-24,9.6,67.7,4.0,Sarah.L
TICK1671,Brewer-Gonzalez,Bar,WA,Integrations,Medium,2024-08-31,2024-09-03,4.8,10.1,5.0,Mike.D
TICK1672,Wilson-Hanson,Bar,ACT,Menu Upload,Medium,2024-04-24,2024-05-01,4.6,16.3,3.0,Mike.D
TICK1673,Riddle Inc,Bar,WA,Menu Upload,Medium,2025-01-13,2025-01-18,1.8,52.3,2.0,Sarah.L
TICK1674,"Bell, Martinez and Reed",Restaurant,VIC,Integrations,High,2024-05-11,2024-05-17,11.9,11.2,,Sarah.L
TICK1675,Castro-Ruiz,Pub,QLD,POS Connection,Medium,2025-02-21,2025-02-27,2.7,55.7,3.0,John.S
TICK1676,Lambert-Martin,Cafe,VIC,Menu Upload,Medium,2024-10-06,2024-10-12,11.9,53.9,4.0,Emily.T
TICK1677,"Mclaughlin, Alvarado and Clark",Restaurant,ACT,POS Connection,High,2024-03-12,2024-03-15,1.2,64.4,1.0,Emily.T
TICK1678,"Cervantes, Moran and Rodriguez",Restaurant,WA,Menu Upload,Low,2024-06-29,2024-07-01,4.8,60.8,2.0,Tom.R
TICK1679,Chen-Chen,Pub,SA,Technical Issue,Medium,2024-06-20,2024-06-25,2.6,57.1,4.0,Sarah.L
TICK1680,Nicholson-Taylor,Cafe,QLD,Menu Upload,Medium,2024-04-30,2024-05-02,6.1,62.3,1.0,Tom.R
TICK1681,Sampson Inc,Pub,NT,Technical Issue,Medium,2025-02-07,2025-02-08,2.6,45.3,2.0,Emily.T
TICK1682,Lopez PLC,Pub,VIC,Menu Upload,Medium,2024-05-13,2024-05-17,3.5,28.4,4.0,Emily.T
TICK1683,Schmidt Ltd,Pub,SA,Payments,Medium,2024-06-10,2024-06-11,3.3,13.0,5.0,Sarah.L
TICK1684,Woods-Thompson,Pub,TAS,Technical Issue,Medium,2024-04-19,2024-04-20,4.7,49.5,2.0,Emily.T
TICK1685,Walker-Pratt,Bar,ACT,POS Connection,Low,2024-05-21,2024-05-28,6.8,66.4,1.0,Emily.T
TICK1686,Cook-Lopez,Pub,WA,Menu Upload,Medium,2024-06-26,2024-06-29,8.6,12.6,5.0,Emily.T
TICK1687,Chase Ltd,Bar,WA,Technical Issue,Medium,2024-09-03,2024-09-06,1.3,18.6,3.0,John.S
TICK1688,"Walker, Smith and Bryant",Cafe,NT,Integrations,Medium,2025-01-31,2025-02-04,7.7,63.4,3.0,Mike.D
TICK1689,Arnold Inc,Pub,ACT,POS Connection,High,2024-07-20,2024-07-23,1.9,71.5,4.0,Sarah.L
TICK1690,Moore Group,Bar,SA,Integrations,Low,2024-09-05,2024-09-06,5.1,25.5,1.0,John.S
TICK1691,Williams-Brown,Bar,VIC,POS Connection,Medium,2024-08-18,2024-08-20,5.6,15.9,2.0,John.S
TICK1692,Nichols Group,Pub,QLD,Payments,High,2024-06-29,2024-07-02,3.3,33.3,1.0,Mike.D
TICK1693,"Maxwell, Mitchell and Phillips",Cafe,SA,POS Connection,Medium,2024-06-25,2024-06-29,8.4,71.1,5.0,Sarah.L
TICK1694,Baxter-Robinson,Bar,WA,POS Connection,High,2024-10-29,2024-11-04,1.7,35.6,4.0,Sarah.L
TICK1695,Ballard-Morrison,Bar,NSW,Integrations,High,2024-05-16,2024-05-17,10.0,56.7,1.0,Mike.D
TICK1696,"Davis, Skinner and Carroll",Restaurant,SA,Integrations,Low,2024-07-24,2024-07-25,3.9,54.6,2.0,Emily.T
TICK1697,Williams-Rios,Cafe,TAS,Menu Upload,High,2024-10-03,2024-10-05,8.7,66.4,1.0,Mike.D
TICK1698,Allen Inc,Bar,NSW,POS Connection,Medium,2024-07-17,2024-07-23,10.9,45.6,5.0,John.S
TICK1699,Stanley-Leonard,Restaurant,VIC,Integrations,Medium,2025-02-15,2025-02-17,9.9,30.4,,Tom.R
TICK1700,"Cruz, Moran and Perkins",Restaurant,VIC,Technical Issue,High,2024-03-07,2024-03-13,10.4,13.1,,Tom.R
TICK1701,"Reynolds, Stevens and Smith",Cafe,ACT,Integrations,Low,2025-02-28,2025-03-02,6.7,42.2,,Sarah.L
TICK1702,George-Richardson,Cafe,TAS,POS Connection,Medium,2024-03-17,2024-03-20,8.7,29.1,2.0,John.S
TICK1703,"Jones, Holmes and Johnson",Cafe,ACT,Technical Issue,Medium,2025-01-24,2025-01-31,3.6,56.1,2.0,John.S
TICK1704,Parker-Howard,Pub,SA,POS Connection,High,2024-08-11,2024-08-17,4.7,46.4,5.0,Mike.D
TICK1705,"King, Carlson and Whitney",Pub,TAS,Technical Issue,Medium,2025-02-26,2025-02-28,2.5,19.2,5.0,John.S
TICK1706,Thomas LLC  ,Restaurant,NT,POS Connection,Medium,2024-09-21,2024-09-23,2.1,26.5,4.0,Emily.T
tick1707,Wright Group,Bar,VIC,Integrations,High,2024-10-26,2024-10-30,7.0,35.8,,John.S
TICK1708,Ross-Griffith,Cafe,SA,Integrations,Medium,2024-03-06,2024-03-08,1.6,13.2,4.0,John.S
TICK1709,Morris-Henderson,Cafe,QLD,Integrations,Medium,2024-06-05,2024-06-11,4.7,11.0,2.0,Emily.T
TICK1710,"Miller, Hubbard and Andrews",Bar,NSW,Integrations,High,2024-06-27,2024-06-28,10.7,14.0,5.0,Mike.D
TICK1711,Farrell LLC,Bar,SA,Menu Upload,Medium,2025-02-03,2025-02-09,7.7,45.4,5.0,Sarah.L
TICK1712,Lopez-Roberts  ,Cafe,NSW,POS Connection,High,2024-03-03,2024-03-06,1.3,15.6,1.0,Sarah.L
TICK1713,Hutchinson and Sons,Pub,VIC,Payments,Low,2024-06-20,2024-06-27,7.7,67.5,2.0,Sarah.L
TICK1714,Wilkerson Ltd,Restaurant,NT,Menu Upload,High,2025-02-23,2025-02-25,5.2,25.0,5.0,Mike.D
TICK1715,Rhodes-Jackson,Restaurant,WA,Payments,Low,2024-08-17,2024-08-20,3.2,24.7,2.0,John.S
TICK1716,Oneal-Wall,Pub,NT,Technical Issue,Low,2024-12-12,2024-12-19,3.4,45.1,5.0,Mike.D
TICK1717,Shaw-Nelson,Restaurant,NT,Integrations,High,2025-02-19,2025-02-26,7.0,29.6,5.0,Mike.D
TICK1718,Keller Inc,Bar,NT,Menu Upload,High,2025-02-14,2025-02-16,6.6,53.4,3.0,Sarah.L
TICK1719,"Morris, Wilson and Glover",Pub,NT,Menu Upload,Medium,2024-10-07,2024-10-10,4.3,19.9,2.0,Tom.R
TICK1720,White-Jones,Cafe,ACT,Payments,High,2024-06-17,2024-06-18,7.2,52.0,4.0,Emily.T
TICK1721,Hansen-Griffin,Bar,VIC,Integrations,Medium,2024-11-02,2024-11-09,9.5,34.4,2.0,Mike.D
tick1722,Jimenez PLC,Restaurant,TAS,Integrations,Medium,2024-06-04,2024-06-05,5.1,56.0,2.0,Tom.R
TICK1723,Gibson and Sons,Cafe,NT,Menu Upload,Medium,2025-01-26,2025-02-02,9.7,53.6,5.0,Mike.D
TICK1724,"Boyd, Wood and Murray  ",Pub,NSW,Integrations,Medium,2024-06-02,2024-06-09,5.9,21.0,1.0,Emily.T
TICK1725,Shepherd-Carr,Pub,WA,Integrations,High,2024-12-11,2024-12-18,10.4,50.6,1.0,Mike.D
TICK1726,"Baxter, Stokes and Cooper",Restaurant,ACT,POS Connection,Medium,2024-09-20,2024-09-21,5.7,40.5,5.0,Emily.T
tick1727,Gilbert Ltd  ,Cafe,WA,Technical Issue,Medium,2024-08-05,2024-08-10,10.2,14.6,3.0,Sarah.L
TICK1728,Walker-Hood,Pub,SA,Technical Issue,High,2024-12-06,2024-12-07,6.8,11.1,,Mike.D
TICK1729,"Ponce, Ramsey and Ferguson",Bar,WA,Menu Upload,Low,2025-01-24,2025-01-28,12.0,65.6,1.0,Sarah.L
TICK1730,"Olson, Morton and Kerr",Restaurant,QLD,Technical Issue,Medium,2024-04-11,2024-04-17,5.4,46.7,,Mike.D
TICK1731,"Morris, Johnson and Nguyen",Restaurant,NT,Technical Issue,High,2024-08-28,2024-09-03,4.2,58.9,,Tom.R
TICK1732,Manning Group,Cafe,QLD,Menu Upload,Low,2024-09-11,2024-09-16,7.2,24.1,1.0,Tom.R
tick1733,Johnson-Hayes,Bar,TAS,Payments,Medium,2024-06-18,2024-06-24,2.3,20.2,3.0,John.S
TICK1734,Shepard LLC,Bar,QLD,POS Connection,High,2024-09-09,2024-09-14,11.8,38.9,3.0,Tom.R
TICK1735,"Harrington, Lutz and Lopez",Pub,ACT,Menu Upload,Medium,2024-12-30,2025-01-05,3.7,24.7,5.0,Tom.R
TICK1736,Cruz-Willis,Pub,NT,Payments,Low,2024-03-23,2024-03-29,3.7,64.5,1.0,Tom.R
TICK1737,"Smith, Richards and Johnston",Restaurant,SA,Menu Upload,High,2024-04-16,2024-04-21,4.1,11.4,4.0,Tom.R
TICK1738,"Brown, Jones and Snyder",Restaurant,NSW,Payments,Medium,2024-11-30,2024-12-01,6.3,23.8,2.0,Sarah.L
TICK1739,Ray PLC,Cafe,TAS,Integrations,High,2025-01-04,2025-01-06,7.9,65.8,2.0,Sarah.L
TICK1740,Garza-Jones,Cafe,QLD,Menu Upload,Medium,2024-06-13,2024-06-19,1.4,68.8,,John.S
TICK1741,Alexander-Pollard,Restaurant,WA,Payments,Medium,2024-05-10,2024-05-14,11.9,66.4,,Mike.D
TICK1742,Eaton Group,Restaurant,QLD,Menu Upload,Low,2024-03-17,2024-03-19,9.4,56.1,5.0,Tom.R
TICK1743,Collins-Medina,Bar,QLD,Integrations,Low,2024-04-06,2024-04-13,8.3,14.9,1.0,Emily.T
TICK1744,Hunt-Navarro,Cafe,QLD,Integrations,Medium,2024-10-29,2024-11-03,11.9,35.3,5.0,Sarah.L
TICK1745,Wilson-Hall,Pub,NT,POS Connection,High,2024-10-04,2024-10-06,9.5,64.1,1.0,Tom.R
TICK1746,Calderon-Gardner,Cafe,SA,POS Connection,High,2024-03-21,2024-03-22,5.9,31.6,,Sarah.L
TICK1747,Powers Ltd,Bar,VIC,Integrations,Low,2024-11-19,2024-11-24,10.2,52.2,3.0,Sarah.L
TICK1748,Brown-Myers,Pub,WA,POS Connection,Medium,2024-12-07,2024-12-11,9.0,19.8,4.0,Tom.R
TICK1749,Rios Ltd,Restaurant,NT,Payments,Medium,2025-01-08,2025-01-09,5.1,64.2,,Tom.R
TICK1750,"Roman, Rodgers and Murphy",Cafe,QLD,Menu Upload,Medium,2024-08-31,2024-09-06,2.3,48.1,2.0,Emily.T
TICK1751,"Pham, Thomas and Brooks",Cafe,QLD,Payments,Medium,2024-12-10,2024-12-11,3.4,20.8,5.0,Emily.T
TICK1752,Garcia-Russell,Restaurant,SA,Payments,Medium,2024-10-21,2024-10-26,3.7,65.5,,Emily.T
tick1753,Wilson-Jacobs,Pub,VIC,Menu Upload,High,2024-05-03,2024-05-09,4.0,51.9,1.0,John.S
TICK1754,"Phillips, Campbell and Briggs",Bar,QLD,Payments,Medium,2024-10-04,2024-10-11,10.1,17.4,3.0,John.S
TICK1755,Ward-Daniels,Cafe,WA,Payments,Medium,2024-11-16,2024-11-17,3.0,30.8,4.0,Emily.T
TICK1756,Ritter-Jones,Bar,VIC,Integrations,Medium,2024-07-12,2024-07-14,8.5,28.3,1.0,John.S
TICK1757,Lynn Group,Restaurant,NT,Menu Upload,Medium,2024-03-23,2024-03-25,9.1,71.0,1.0,John.S
TICK1758,Davies-Lopez,Restaurant,QLD,Payments,Medium,2024-09-01,2024-09-08,5.9,27.9,,Tom.R
TICK1759,Burgess-Powers,Cafe,NT,POS Connection,High,2024-11-15,2024-11-16,10.4,24.2,4.0,Tom.R
TICK1760,"Hudson, Frost and Fox",Pub,ACT,POS Connection,Medium,2025-01-21,2025-01-22,9.2,21.9,3.0,Sarah.L
TICK1761,"Stanley, Wood and Smith",Pub,NT,POS Connection,Medium,2024-08-03,2024-08-08,7.7,28.7,2.0,Emily.T
TICK1762,Jones-Brown,Pub,SA,Payments,High,2024-04-14,2024-04-19,6.2,16.6,,John.S
TICK1763,Mcdaniel-Adkins,Cafe,QLD,Technical Issue,High,2024-05-05,2024-05-11,11.7,60.2,,Tom.R
TICK1764,"Rivera, Johnson and Lewis",Cafe,VIC,POS Connection,Medium,2024-12-01,2024-12-04,4.6,35.2,1.0,Mike.D
TICK1765,"Hernandez, Johnson and Bautista",Restaurant,QLD,Integrations,Low,2024-06-29,2024-07-02,1.6,62.9,5.0,Emily.T
TICK1766,Brooks Group,Bar,SA,POS Connection,Medium,2024-08-26,2024-09-01,4.1,52.9,,Mike.D
TICK1767,Roberts-Schmidt,Cafe,NT,Technical Issue,Medium,2025-02-03,2025-02-09,4.9,14.5,5.0,Mike.D
TICK1768,Davis-Coffey,Pub,ACT,Menu Upload,Medium,2024-10-20,2024-10-21,7.1,16.2,3.0,John.S
TICK1769,"Willis, Clark and Gross",Pub,NSW,Menu Upload,Medium,2024-04-10,2024-04-11,11.8,46.7,3.0,Emily.T
TICK1770,West-Esparza,Pub,NSW,Payments,High,2024-09-10,2024-09-17,6.8,61.3,,John.S
TICK1771,Gallegos Ltd,Bar,ACT,Payments,Medium,2024-10-17,2024-10-24,7.0,28.4,4.0,John.S
TICK1772,Burns-Ortiz,Cafe,SA,Technical Issue,Low,2025-03-02,2025-03-09,10.2,16.2,,Sarah.L
TICK1773,Jones-Lewis,Pub,VIC,Payments,Medium,2024-03-22,2024-03-26,7.5,10.6,,Emily.T
TICK1774,Chavez-Mccarty,Cafe,NT,Integrations,Medium,2024-08-15,2024-08-18,6.7,18.7,4.0,Tom.R
TICK1775,"Taylor, Jimenez and Mckinney",Restaurant,WA,Integrations,High,2024-06-15,2024-06-22,9.1,52.3,4.0,Emily.T
TICK1776,Mcgee-Thompson,Pub,VIC,Menu Upload,High,2024-08-23,2024-08-28,7.2,14.7,3.0,Emily.T
TICK1777,"Hernandez, Long and Hicks",Bar,VIC,Technical Issue,Medium,2024-08-06,2024-08-07,3.6,14.3,2.0,Sarah.L
TICK1778,Bishop and Sons,Bar,SA,Integrations,Medium,2024-10-29,2024-11-05,11.2,46.1,2.0,John.S
TICK1779,"Lewis, Kemp and Garcia",Restaurant,NSW,Technical Issue,Medium,2024-12-31,2025-01-05,8.6,10.1,5.0,Emily.T
TICK1780,Mosley-Campbell,Pub,TAS,POS Connection,Medium,2024-07-15,2024-07-21,2.5,65.6,2.0,Sarah.L
TICK1781,"Garcia, Kent and Martinez",Restaurant,VIC,Technical Issue,High,2024-03-23,2024-03-24,2.3,71.3,4.0,John.S
TICK1782,Maldonado-Collins,Cafe,NSW,POS Connection,High,2024-06-16,2024-06-20,6.9,43.2,,Tom.R
TICK1783,"Campbell, Doyle and Beasley",Cafe,NT,Technical Issue,Low,2025-01-20,2025-01-26,8.1,43.3,1.0,Mike.D
TICK1784,Duncan Inc,Bar,TAS,Technical Issue,High,2024-10-09,2024-10-12,7.7,24.3,5.0,Tom.R
TICK1785,Brown-Jones,Cafe,WA,Technical Issue,High,2024-12-11,2024-12-14,11.1,21.1,4.0,Emily.T
TICK1786,"Smith, Smith and Mckinney",Restaurant,SA,Technical Issue,Medium,2024-05-13,2024-05-15,4.8,56.8,3.0,Sarah.L
TICK1787,"Harvey, Collier and Wu",Cafe,ACT,POS Connection,Medium,2024-10-22,2024-10-27,6.0,54.8,1.0,Sarah.L
TICK1788,Wilson LLC,Pub,VIC,POS Connection,Medium,2024-11-14,2024-11-20,8.7,37.1,,John.S
TICK1789,"Herrera, Smith and Hudson",Bar,SA,Integrations,Medium,2025-01-16,2025-01-22,2.8,10.6,2.0,Emily.T
tick1790,"Garcia, Lawson and Swanson",Restaurant,NT,Technical Issue,High,2024-11-07,2024-11-14,2.6,71.3,3.0,Emily.T
TICK1791,Williams PLC,Pub,NSW,Integrations,Medium,2024-07-19,2024-07-26,8.0,22.5,3.0,Emily.T
TICK1792,Henry Inc,Restaurant,WA,Integrations,Medium,2025-02-04,2025-02-09,4.6,55.8,1.0,John.S
tick1793,"Palmer, Tran and Farmer",Cafe,NSW,Integrations,High,2024-11-11,2024-11-17,2.4,55.8,4.0,Mike.D
TICK1794,Washington-Smith,Restaurant,VIC,POS Connection,Medium,2024-06-21,2024-06-27,4.2,49.5,,Tom.R
TICK1795,Stevenson-Floyd,Restaurant,WA,Payments,Low,2024-04-06,2024-04-08,1.5,60.6,5.0,Emily.T
TICK1796,Jackson-Byrd,Bar,ACT,Integrations,High,2024-11-01,2024-11-06,10.3,38.0,5.0,Emily.T
TICK1797,Todd-King,Restaurant,SA,Integrations,Medium,2024-09-28,2024-09-29,4.2,63.9,4.0,John.S
TICK1798,"Novak, Flores and Long",Cafe,TAS,Technical Issue,Low,2025-01-05,2025-01-11,8.8,24.3,3.0,Sarah.L
TICK1799,Johnson-Dixon,Bar,SA,Payments,High,2024-11-02,2024-11-08,6.3,59.1,3.0,Sarah.L
TICK1800,Cortez-Colon,Bar,VIC,POS Connection,Medium,2024-06-09,2024-06-16,6.0,19.2,1.0,Tom.R
TICK1801,Green and Sons,Restaurant,NT,Integrations,Medium,2024-12-13,2024-12-15,1.1,70.5,2.0,Tom.R
TICK1802,Davis LLC,Cafe,WA,Payments,Medium,2024-05-10,2024-05-15,6.2,12.2,3.0,Sarah.L
TICK1803,Davidson Inc,Pub,ACT,Technical Issue,Medium,2024-10-29,2024-11-05,1.1,45.0,,Tom.R
TICK1804,Cisneros-Skinner,Bar,NT,Payments,Medium,2024-12-24,2024-12-25,2.7,10.8,,Emily.T
TICK1805,Tran LLC,Restaurant,WA,Technical Issue,Low,2024-08-30,2024-09-01,6.4,21.2,4.0,Sarah.L
TICK1806,"Bernard, Roberts and Gordon",Bar,VIC,Payments,Medium,2024-07-06,2024-07-13,6.0,41.1,5.0,Mike.D
TICK1807,"Johnson, Garcia and Rush",Cafe,QLD,POS Connection,High,2025-01-20,2025-01-24,7.3,38.8,3.0,John.S
TICK1808,Snow-Newton,Pub,WA,Payments,Low,2024-04-03,2024-04-04,11.5,61.4,5.0,Mike.D
TICK1809,"Espinoza, Miller and Mccarthy",Restaurant,SA,Integrations,High,2024-12-03,2024-12-05,6.7,25.7,4.0,Emily.T
TICK1810,Bennett-Wilkins,Cafe,ACT,Menu Upload,Medium,2024-06-24,2024-06-29,2.6,47.9,1.0,John.S
TICK1811,Hines-Larson  ,Restaurant,QLD,Integrations,High,2024-08-08,2024-08-15,10.5,52.9,1.0,Mike.D
TICK1812,Conley PLC,Cafe,TAS,Technical Issue,High,2024-04-24,2024-04-30,9.8,35.6,5.0,Tom.R
TICK1813,Olson Ltd,Pub,SA,Integrations,High,2024-10-03,2024-10-08,8.4,56.5,5.0,John.S
TICK1814,Reed-Wilkinson,Pub,NT,Integrations,High,2024-05-26,2024-05-30,8.8,46.6,5.0,Sarah.L
TICK1815,"Rodriguez, Patton and Thompson",Bar,NSW,Menu Upload,High,2024-08-07,2024-08-10,11.3,69.4,5.0,John.S
TICK1816,Jacobs-Reyes,Bar,SA,Payments,High,2024-06-30,2024-07-04,8.9,42.6,4.0,Mike.D
TICK1817,Beard-Erickson,Restaurant,SA,Payments,High,2024-05-08,2024-05-13,8.7,68.4,1.0,Emily.T
TICK1818,Allen-Romero,Bar,NT,Integrations,High,2024-04-02,2024-04-04,10.0,10.0,5.0,Tom.R
TICK1819,Chambers-Diaz,Bar,WA,Menu Upload,Medium,2024-10-10,2024-10-17,4.1,18.6,5.0,Mike.D
TICK1820,King Inc,Pub,VIC,POS Connection,Low,2024-06-15,2024-06-18,11.3,48.8,3.0,Mike.D
TICK1821,Moore-Lopez,Bar,SA,Payments,Medium,2024-03-18,2024-03-20,2.4,24.9,3.0,Mike.D
TICK1822,"Stewart, Smith and Dunn",Bar,WA,Technical Issue,Medium,2024-05-31,2024-06-04,7.6,46.3,2.0,John.S
TICK1823,Miller Inc,Bar,SA,Menu Upload,Medium,2024-03-26,2024-03-30,7.5,36.6,,Sarah.L
TICK1824,Hardy-Martin,Pub,ACT,Technical Issue,Medium,2024-08-02,2024-08-04,6.0,53.5,4.0,John.S
TICK1825,Williams-Dickerson,Restaurant,SA,POS Connection,Medium,2024-12-08,2024-12-10,2.5,15.4,1.0,Tom.R
TICK1826,Clark Ltd,Bar,NT,Menu Upload,High,2024-05-28,2024-06-03,8.4,29.8,4.0,Sarah.L
TICK1827,Avila LLC,Cafe,SA,Technical Issue,Medium,2024-09-18,2024-09-25,4.1,15.8,1.0,Mike.D
TICK1828,Kerr Ltd,Pub,WA,POS Connection,High,2024-11-23,2024-11-28,7.2,31.5,3.0,John.S
TICK1829,Wilson-White,Bar,VIC,Menu Upload,Medium,2025-02-09,2025-02-11,3.7,58.4,2.0,Tom.R
tick1830,Ford-Mullins,Restaurant,WA,Payments,Medium,2025-01-23,2025-01-29,1.4,54.5,3.0,Tom.R
TICK1831,Bryant LLC,Pub,WA,POS Connection,High,2024-09-18,2024-09-23,3.9,37.9,2.0,Sarah.L
TICK1832,Myers PLC,Restaurant,NT,Payments,Medium,2024-10-16,2024-10-19,3.2,48.6,4.0,John.S
TICK1833,Haynes Inc,Restaurant,NT,Integrations,High,2024-11-06,2024-11-07,7.4,58.6,2.0,Sarah.L
TICK1834,Knight-Gomez,Restaurant,VIC,Integrations,Medium,2024-06-17,2024-06-22,1.7,64.4,3.0,Sarah.L
TICK1835,"Lee, Rodriguez and Hatfield  ",Restaurant,QLD,Integrations,Low,2024-06-15,2024-06-21,7.5,38.5,5.0,Sarah.L
TICK1836,Jackson-Wood,Bar,TAS,Integrations,Medium,2024-08-30,2024-09-01,5.6,47.7,,Tom.R
TICK1837,"Frederick, King and Bailey  ",Pub,ACT,Menu Upload,Low,2024-09-04,2024-09-07,10.1,63.2,5.0,John.S
TICK1838,Cunningham LLC,Cafe,WA,Technical Issue,High,2024-10-19,2024-10-20,5.3,52.2,1.0,Mike.D
TICK1839,"Kelley, Doyle and Martin",Restaurant,TAS,Technical Issue,High,2024-09-17,2024-09-22,7.4,55.8,4.0,Emily.T
TICK1840,Bell-Reed,Cafe,NSW,Payments,Medium,2024-08-27,2024-09-01,6.2,59.0,2.0,John.S
TICK1841,"Davis, Beltran and Lopez",Pub,ACT,Integrations,High,2025-03-01,2025-03-03,2.6,18.2,5.0,Sarah.L
TICK1842,"Martinez, Miller and Wright",Bar,TAS,Integrations,Medium,2024-06-03,2024-06-08,5.1,35.1,4.0,Sarah.L
TICK1843,"Chan, Riley and Donaldson",Cafe,SA,Payments,Medium,2024-09-11,2024-09-16,2.9,27.5,1.0,Emily.T
TICK1844,Dyer Ltd,Restaurant,NT,Payments,High,2025-02-28,2025-03-01,7.3,54.7,,Emily.T
TICK1845,Rogers-Johnson,Pub,NT,POS Connection,Low,2024-03-09,2024-03-10,1.0,25.8,4.0,Tom.R
TICK1846,West-Burgess,Cafe,VIC,Payments,Medium,2024-06-10,2024-06-17,11.0,58.5,5.0,Sarah.L
TICK1847,Madden-Burke,Restaurant,NSW,Menu Upload,Medium,2024-06-23,2024-06-30,5.2,23.0,3.0,Emily.T
TICK1848,Hopkins-Ruiz,Cafe,NSW,Payments,Medium,2024-12-19,2024-12-24,3.6,66.1,2.0,Emily.T
